"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","plantedSeedlotStockDbId","plantedSeedlotStockUniquename","plantedSeedlotCurrentCount","plantedSeedlotCurrentWeightGram","plantedSeedlotBoxName","plantedSeedlotTransactionCount","plantedSeedlotTransactionWeight","plantedSeedlotTransactionDescription","availableGermplasmSeedlotUniquenames","A chromometer value of fresh root|CO_334:0002066","B chromometer value of fresh root|CO_334:0002064","L chromometer of fresh root|CO_334:0002065","apical pubescence visual rating 0-2|CO_334:0000309","branching level counting|CO_334:0000079","branching level counting|month 6|COMP:0000151","cassava bacterial blight incidence 3-month evaluation|CO_334:0000178","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","cassava mosaic disease incidence 1-month evaluation|CO_334:0000195","cassava mosaic disease incidence 3-month evaluation|CO_334:0000196","cassava mosaic disease severity 1-month evaluation|CO_334:0000191","cassava mosaic disease severity 3-month evaluation|CO_334:0000192","central leaf shape visual rating 1-10|CO_334:0000119","dry matter content by specific gravity method|CO_334:0000160","dry matter content percentage|CO_334:0000092","dry matter visual rating 1-3|CO_334:0002012","dry yield|CO_334:0000014","ease of peeling root cortex visual rating 1-3|CO_334:0000308","first apical branch height measurement in cm|CO_334:0000106","first apical branch height measurement in cm|month 6|COMP:0000083","first fully expanded leaf color visual rating 1-9|CO_334:0000102","fresh root yield|CO_334:0000013","fresh shoot weight measurement in kg per plot|CO_334:0000016","fresh storage root weight per plot|CO_334:0000012","harvest index variable|CO_334:0000015","initial vigor assessment 1-7|CO_334:0000009","petiole color visual rating 1-9|CO_334:0000023","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height measurement in cm|month 6|COMP:0000081","plant height measurement in cm|month 9|COMP:0000082","plant shape visual assessment 1-4|CO_334:0000264","plant stands harvested counting|CO_334:0000010","proportion lodged plants in percentage|CO_334:0000094","root neck length visual rating 0-7|CO_334:0000022","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","specific gravity|CO_334:0000163","sprout count at one-month|CO_334:0000213","sprout count at three-month|CO_334:0000214","sprouting proportion|CO_334:0000008","staygreen visual scale 1-9|CO_334:0000224","stem diameter measurement in cm|month 6|COMP:0000130","storage root cortex color visual rating 1-4|CO_334:0000115","storage root periderm color visual rating 1-4|CO_334:0000064","storage root pulp color visual rating 1-3|CO_334:0000021","storage root shape visual rating 1-6|CO_334:0000020","storage root size visual rating 1-7|CO_334:0000019","top yield|CO_334:0000017","total carotenoid by chart 1-8|CO_334:0000161","unexpanded apical leaf color visual rating 1-9|CO_334:0000101","yield visual rating 1-3|CO_334:0002011","notes"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4411238","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_430","1","22","430","22","11","check","","","","","","","","","","","0.2","15.3","88.0","0","","","1.0","2","1.0","1.0","4","4","5","","42.1","","8.8","1","","","5","20.9","7.3","10.5","0.6","5","5","","","","","","5","","3","31","","","0","","5","5","1.0","","","1","3","1","2","3","14.5","1","3",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4411777","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_457","1","23","457","23","17","check","","","","","","","","","","","0.0","23.9","90.0","0","","","1.0","2","0.0","0.0","1","1","5","","40.4","","8.3","1","","","5","20.6","7.6","10.3","0.6","5","8","","","","","","5","","3","46","","","0","","5","5","1.0","","","1","3","1","2","3","15.2","1","5",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4411034","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_470","1","24","470","24","11","check","","","","","","","","","","","0.2","15.4","89.5","0","","","0.4","2","0.0","0.0","1","1","5","","40.4","","8.2","1","","","5","20.3","4.1","10.2","0.7","5","8","","","","","","5","","3","34","","","0","","5","5","1.0","","","1","3","1","2","5","8.2","1","3",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4412303","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_533","1","27","533","27","13","check","","","","","","","","","","","0.0","16.4","88.9","1","","","1.0","3","0.0","0.0","1","1","5","","38.2","","7.4","1","","","5","19.3","9.4","9.7","0.5","5","7","","","","","","5","","3","48","","","0","","5","4","1.0","","","1","2","1","2","5","18.7","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4411234","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_558","1","28","558","28","3","check","","","","","","","","","","","0.7","29.4","86.6","1","","","1.0","2","0.0","0.0","1","1","5","","32.3","","6.1","1","","","3","18.8","9.6","9.4","0.5","5","9","","","","","","5","","3","34","","","0","","5","5","1.0","","","1","2","2","2","5","19.1","3","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4412212","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_563","1","29","563","29","3","check","","","","","","","","","","","1.6","20.6","86.2","2","","","1.0","2","0.0","0.4","1","3","5","","35.0","","6.6","1","","","5","18.7","11.4","9.4","0.5","3","5","","","","","","5","","3","27","","","4","","5","5","1.0","","","1","3","2","2","5","22.8","2","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4411547","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_601","1","31","601","31","1","check","","","","","","","","","","","0.0","17.2","88.8","0","","","0.8","2","1.0","1.0","4","4","5","","40.6","","7.3","1","","","5","18.0","8.2","9.0","0.5","5","7","","","","","","5","","3","25","","","3","","5","5","1.0","","","1","3","1","2","5","16.3","1","3",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4411629","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_64","1","4","64","4","17","check","","","","","","","","","","","0.5","16.6","86.2","1","","","0.2","2","0.0","0.0","1","1","5","","34.2","","11.7","3","","","5","34.2","18.4","17.1","0.5","3","7","","","","","","5","","3","27","","","","","5","5","1.0","","","2","3","1","2","7","36.7","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4411399","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_647","1","33","647","33","7","check","","","","","","","","","","","","","","0","","","1.0","2","0.0","0.0","1","1","5","","39.7","","6.9","1","","","5","17.3","6.2","8.7","0.6","5","7","","","","","","5","","3","33","","","2","","5","5","1.0","","","1","3","1","2","5","12.3","1","5",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4411680","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_691","1","35","691","35","11","check","","","","","","","","","","","2.7","36.0","85.3","0","","","1.0","2","0.0","0.0","1","1","5","","28.4","","4.7","1","","","5","16.7","6.6","8.4","0.6","5","3","","","","","","5","","3","25","","","0","","5","5","1.0","","","3","3","2","2","5","13.1","2","5",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4411424","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_754","1","38","754","38","7","check","","","","","","","","","","","0.1","14.0","89.7","1","","","1.0","2","0.0","0.0","1","1","5","","35.7","","5.6","1","","","5","15.8","13.3","7.9","0.4","5","3","","","","","","5","","3","25","","","0","","5","3","1.0","","","1","2","1","2","5","26.5","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4411344","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_799","1","40","799","40","2","check","","","","","","","","","","","0.7","17.0","87.5","0","","","0.8","3","0.0","0.0","1","1","5","","45.6","","6.8","1","","","5","14.9","2.9","7.5","0.7","5","7","","","","","","5","","3","23","","","0","","5","5","1.0","","","1","3","1","2","5","5.7","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4411240","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_84","1","5","84","5","4","check","","","","","","","","","","","0.2","15.1","88.8","0","","","1.0","2","0.0","0.0","1","1","5","","41.7","","13.5","1","","","5","32.3","11.6","16.2","0.6","5","7","","","","","","5","","3","62","","","0","","5","5","1.0","","","1","3","1","2","5","23.1","1","5",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4411941","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_872","1","44","872","44","9","check","","","","","","","","","","","0.6","15.9","87.8","1","","","1.0","2","0.0","0.4","1","3","5","","31.0","","4.3","1","","","3","13.9","10.0","7.0","0.4","3","9","","","","","","5","","3","36","","","2","","5","5","1.0","","","1","2","1","2","3","19.9","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4411598","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_898","1","45","898","45","18","check","","","","","","","","","","","-0.4","24.8","88.1","0","","","1.0","3","0.0","0.0","1","1","5","","40.0","","5.4","1","","","5","13.5","7.9","6.8","0.5","3","7","","","","","","5","","3","27","","","0","","5","5","1.0","","","1","3","1","2","5","15.7","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4411820","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_926","1","47","926","47","6","check","","","","","","","","","","","0.7","15.5","83.1","0","","","1.0","2","0.0","0.0","1","1","5","","32.9","","4.2","3","","","5","12.9","2.5","6.5","0.7","5","7","","","","","","5","","3","27","","","","","5","5","1.0","","","1","3","1","2","3","5.0","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","1936","IITA-TMS-IBA000070","","plot","4411968","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA000070_992","1","50","992","50","9","check","","","","","","","","","","","0.1","16.4","87.4","1","","","1.0","3","0.0","0.0","1","1","5","","37.3","","4.4","1","","","3","11.7","9.4","5.9","0.4","5","9","","","","","","4","","3","15","","","2","","5","5","1.0","","","1","3","1","2","3","18.7","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","29557","IITA-TMS-IBA070593","07/0593,70593,I070593,Sunshine,TMS 07/0593,TMS-I070593","plot","4411437","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA070593_1035","1","52","1035","52","6","check","","","","","","","","","","","0.1","14.2","87.5","1","","","0.8","3","0.0","0.0","1","1","5","","39.3","","4.3","1","","","5","11.0","11.5","5.5","0.3","5","7","","","","","","5","","3","24","","","1","","5","5","1.0","","","1","3","1","2","5","23.0","1","7",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","29557","IITA-TMS-IBA070593","07/0593,70593,I070593,Sunshine,TMS 07/0593,TMS-I070593","plot","4412115","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA070593_593","1","30","593","30","8","check","","","","","","","","","","","0.2","15.6","90.7","1","","","0.6","2","0.0","0.0","1","1","5","","42.4","","7.7","1","","","5","18.2","6.6","9.1","0.6","5","5","","","","","","5","","3","25","","","0","","5","5","1.0","","","1","2","1","2","5","13.1","1","5",""," (Operator: @mahmud, Time: )"
"2021","162","IITA","IITA cassava breeding program, Ibadan, Nigeria","10446","21.GS.C5.CE.1600.IB","Clonal evaluation trial using 1600 clones from Cycle 5 at Ibadan in 2021 breeding season","Augmented","1","2.5","0.08","no","no","2021-November-16","2022-September-16","3","Ibadan","29557","IITA-TMS-IBA070593","07/0593,70593,I070593,Sunshine,TMS 07/0593,TMS-I070593","plot","4411872","2022-21.GS.C5.CE.1600.IB-rep1-IITA-TMS-IBA070593_633","1","32","633","32","8","check","","","","","","","","","","","0.5","23.0","86.2","0","","","0.6","3","0.2","0.0","2","1","5","","41.0","","7.2","1","","","5","17.5","11.4","8.8","0.4","5","7","","","","","","5","","3","19","","","0","","5","5","1.0","","","1","3","2","2","5","22.8","2","7",""," (Operator: @mahmud, Time: )"
